acting	action	actor	actors	audience	back	bad	big	bit	cast	character	characters	comedy	completely	day	dialogue	director	doesn	effects	end	fact	film	find	fun	funny	girl	give	good	great	guy	hard	hollywood	home	interesting	john	kind	life	long	lot	love	make	man	minutes	money	movie	movies	original	part	people	performance	picture	place	plot	point	pretty	problem	real	reason	rest	role	scene	screen	script	sense	series	set	sex	show	special	star	story	supposed	takes	thing	time	watch	wife	woman	work	world	worst	year	years	young	american	black	city	death	ending	family	father	feel	high	job	men	mother	music	performances	TRUE	war	class
0	1.291967	1.291967	0	0	0	0	1.291967	0	2.583934	1.291967	0	0	0	0	0	0	1.291967	0	0	0	6.459836	0	0	0	0	0	3.875901	1.291967	0	0	0	0	0	1.291967	0	1.291967	0	0	0	1.291967	0	1.291967	0	1.291967	0	0	0	0	1.291967	0	0	0	0	0	0	0	0	0	1.291967	1.291967	0	0	0	1.291967	0	0	1.291967	0	0	1.291967	0	0	0	1.291967	0	0	0	0	0	0	1.291967	0	1.291967	0	0	0	2.583934	0	0	0	0	1.291967	0	0	0	0	0	0	0	0
0.623125	0	0	0	3.738751	0	1.24625	0	0	0	1.24625	2.492501	0	0	0	0	0	0.623125	0	0.623125	0.623125	7.477502	0	0.623125	0.623125	0	0	0	0	1.24625	0.623125	0	0	0.623125	0.623125	0	0	0	0	1.869375	0	0	0.623125	0	2.492501	0.623125	2.492501	0.623125	1.24625	0	0.623125	0	0	0	0	0.623125	0	0.623125	0.623125	0	1.869375	0	0	0	0.623125	0.623125	0.623125	1.24625	0	1.24625	0	1.24625	0	0.623125	1.869375	1.24625	0	0	0	0	0	0.623125	0	1.869375	0	0	0	0.623125	0.623125	0	0	0	0.623125	0	0	0	0	0	0	0	0
0	0	0.677903	0.677903	0.677903	0	0	0	0	0.677903	0	1.355806	0.677903	0	0	0	1.355806	0	0	0.677903	1.355806	10.846448	0	0	0	0	0	0.677903	0	0	0	0	0	0.677903	0	0	0.677903	0	0	0	0	0.677903	0	0	0	0	0	0	0	0	0	0	0.677903	0.677903	0	0	0	0	0	0.677903	0.677903	0.677903	0	0.677903	0	0.677903	0	0	0	0	0	0	0	1.355806	0.677903	0	0	0	0.677903	0.677903	0	0	0	0.677903	0	0	0	0	0	0	0.677903	0	0	0	0	0	0	0	0	0	0
1.348242	0.898828	0	0.449414	0.449414	0	2.24707	0.449414	0	0	0	0.449414	0	0	0	0.449414	1.348242	4.49414	0.449414	0.898828	0	5.842383	1.348242	0	0	1.797656	0.449414	4.044726	0	0.449414	0	0.898828	0	0	0	0.449414	0.449414	0.449414	0.449414	0.449414	2.24707	0	0	2.696484	1.797656	1.797656	0	0	0.449414	0.449414	0.449414	0	0.449414	0.449414	0.449414	0	0	0.449414	0	0	0.449414	0	1.797656	0	0	0	0.449414	0	0.449414	0.449414	0.449414	0.898828	0.449414	0	1.797656	1.348242	0	0.898828	0	0.898828	0	0	0.449414	1.797656	0	0	0	0.449414	0	0	0.449414	0	0	0.449414	0.449414	0.449414	0	0	0	0	0
1.935866	0	0.967933	0	0	0	0	0	0	0.967933	0.967933	0.967933	0.967933	0	0	0	0	0.967933	0	0.967933	0	4.839664	0	0.967933	0.967933	0	0	0.967933	0	0	0	0	0	1.935866	0	0	0	0.967933	0	0	0.967933	0	0	0.967933	0.967933	0	0	0.967933	0	0	0	0.967933	0	0.967933	0	0	4.839664	0	0	0	0	0.967933	0	0	0	0	0.967933	0.967933	0	0	0	0	0	0.967933	0	0	0	0.967933	0	0	0	0	0.967933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.373301	0	0	0	0	0	0	0	0	0	0	1.373301	0	0	0	0	0	1.373301	0	0	1.373301	0	0	0	0	2.746602	0	0	0	0	1.373301	1.373301	0	0	0	0	0	1.373301	2.746602	5.493204	0	0	4.119903	0	0	2.746602	2.746602	0	0	1.373301	0	0	1.373301	0	0	2.746602	0	0	0	0	0	0	1.373301	0	0	0	0	1.373301	2.746602	0	0	0	0	1.373301	0	1.373301	1.373301	0	0	0	1.373301	0	0	0	0	0	0	1.373301	0	0	2.746602	0	0	0	0
1.044925	0	0	0	0	2.089851	1.044925	0	0	0	0	1.044925	0	0	0	1.044925	0	3.134776	0	1.044925	0	7.314477	1.044925	0	0	0	0	0	3.134776	0	0	0	2.089851	0	0	0	2.089851	0	0	0	0	0	0	0	1.044925	0	0	0	1.044925	3.134776	0	1.044925	0	0	0	2.089851	1.044925	0	0	0	1.044925	1.044925	1.044925	1.044925	2.089851	0	0	0	0	0	1.044925	0	0	0	1.044925	0	0	1.044925	0	0	0	1.044925	1.044925	1.044925	0	0	0	0	0	0	0	1.044925	0	0	0	2.089851	0	1.044925	0	0	0
1.816706	0	0	1.816706	0	0	1.816706	1.816706	0	1.816706	0	1.816706	0	0	0	0	0	0	0	0	0	3.633413	0	0	0	0	0	0	0	1.816706	0	0	0	0	0	0	0	0	0	0	0	1.816706	0	0	5.450119	0	0	0	0	0	1.816706	0	0	0	0	3.633413	1.816706	0	0	1.816706	1.816706	0	1.816706	0	0	0	3.633413	0	0	0	1.816706	0	0	0	0	0	1.816706	0	0	0	0	0	0	0	0	0	0	0	1.816706	0	0	0	0	0	0	0	0	0	0	0	0
0.664375	0	1.993124	0	0	1.993124	0	0.664375	0	0	0.664375	0	1.32875	0	1.32875	0.664375	0	0	0	0	0	9.301247	0	0	0	0	0	1.993124	0.664375	0	0	0	0	0	0	0	0	0.664375	0	0	0.664375	0.664375	0	0.664375	3.986249	0	0	1.993124	0.664375	0	0.664375	0	0.664375	0.664375	0.664375	0	1.32875	0	0	0.664375	1.32875	0.664375	0	0	0	0	0	0.664375	0	0	0	0	0	0	0	0	0	0	0	0	0.664375	0.664375	0	0.664375	0.664375	0	0	0	0.664375	0	0	0	0.664375	0	0	0	0	0	0	0	0
0	0	0	0	1.954876	3.909753	1.954876	1.954876	0	0	3.909753	0	0	0	0	0	1.954876	1.954876	0	0	0	3.909753	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	1.954876	0	0	0	0	1.954876	0	1.954876	5.864629	0	0	0	0	0	0	0	1.954876	1.954876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	1.954876	0	0	1.954876	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	0	0	0	0	0	0	0
1.865017	0.932509	0	0	0.932509	0	4.662543	0	0	0	0.932509	0.932509	0	0	0	0	0	0.932509	1.865017	0	0	2.797526	0.932509	0	0.932509	0	0	6.52756	0	0	0.932509	0	0	0	0	0	0	0	0.932509	1.865017	0	0	0	0	4.662543	0.932509	0.932509	0	0	0.932509	0	0	1.865017	1.865017	1.865017	0	0	0	0	0	0.932509	0	0.932509	0	0	0.932509	0	0	0.932509	0	0	0.932509	0	1.865017	0	0	0	0	0.932509	0.932509	0	0	0	0	0.932509	0	0	0	0	0	0	0	0	0	0	0.932509	0.932509	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1.59615	0	0	0	0	1.59615	1.59615	0	0	1.59615	3.1923	0	0	0	0	0	1.59615	1.59615	0	0	0	0	0	1.59615	1.59615	0	0	0	0	1.59615	0	0	0	3.1923	0	0	1.59615	0	1.59615	0	0	0	1.59615	0	1.59615	0	0	0	0	1.59615	0	0	0	0	0	0	0	1.59615	0	6.384599	0	0	1.59615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.461358	0	0	0	0	1.461358	0	0	0	1.461358	0	0	0	0	1.461358	0	0	0	0	4.384074	0	0	2.922716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.922716	0	1.461358	0	2.922716	1.461358	0	0	0	0	1.461358	0	0	0	0	0	0	0	1.461358	0	1.461358	0	0	0	0	0	2.922716	0	0	0	2.922716	0	0	0	1.461358	0	0	0	0	0	0	2.922716	2.922716	0	0	1.461358	0	0	0	0	0	0	1.461358	0	0	0	1.461358	0	0	0	0
0	0	0	0	0	1.410424	1.410424	0	0	1.410424	0	0	1.410424	0	0	0	0	1.410424	0	0	0	4.231272	0	0	0	5.641696	0	0	0	5.641696	1.410424	0	1.410424	0	2.820848	0	0	0	0	2.820848	1.410424	0	0	0	2.820848	0	0	0	0	0	0	0	2.820848	0	0	0	0	0	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	1.410424	0	1.410424	0	0	0	0	0	0	0	1.410424	0	0	0	1.410424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.562747	0	0	0	0	0	0.854249	0	0	0	0	0.854249	0	1.708498	0	0.854249	0	5.125495	0	0	0	0	0	0	0.854249	0	0	0	0	0.854249	0	0	0	0	0	3.416997	2.562747	0	0.854249	0	5.125495	0	0.854249	0	0.854249	0.854249	0	0	3.416997	0.854249	0	0	0	0	0	0.854249	0	0.854249	0	0.854249	0	0	0	0	0	0	0.854249	0	0.854249	0	0	0.854249	0	0	0.854249	2.562747	0	0	0	0	0	0	3.416997	0	0	0	0	4.271246	0.854249	0	0	0	0	0	0	0	0
0.808788	0	0	0	0	3.235151	2.426363	0	0	0	0.808788	1.617576	0	0.808788	0	0	0	0	0.808788	0	0	5.661515	2.426363	0	0	0	0.808788	0.808788	0	0	0	0.808788	0	0.808788	0	0	0.808788	0.808788	0	1.617576	0.808788	1.617576	0.808788	0	0	0	0	0	0.808788	0	0	0	3.235151	0	0	0	0	0	0.808788	0	0	0.808788	0.808788	0	0	0	0	0	0.808788	0	0	0	0	0.808788	2.426363	0	0	0	0	0.808788	1.617576	0.808788	0	0	0.808788	0	0	0	0	0	0	1.617576	0	0	0	0	1.617576	0	0	0	0
1.90803	0	1.27202	0	0	0.63601	1.27202	0	0	0	0.63601	1.90803	0.63601	0.63601	0.63601	0	0	2.54404	0	0.63601	0	5.088079	0.63601	0	1.90803	0	0.63601	3.816059	0.63601	0	0	0	0	0.63601	0	0	0	0	0.63601	1.90803	0.63601	0	0	0	4.452069	0	1.27202	0.63601	1.27202	3.180049	0	0.63601	1.27202	1.27202	0	0	0	1.27202	0	0.63601	0	0.63601	0	0	0	0	0	0	0	0	0.63601	0	0.63601	0	1.27202	0	0	0	0	0	0	1.90803	0	0	0	0	0	0	0	0	0	1.27202	0	0.63601	0	0	0	1.27202	0	0	0
0	0	0	0	0	0.94679	1.89358	0.94679	0	2.840369	0.94679	0	0	0	0	0	0	0	0	0.94679	0	4.733949	0	0	0	0.94679	0.94679	0	0.94679	0.94679	0	0.94679	0	0	0	0.94679	0	0.94679	0.94679	2.840369	0.94679	0.94679	0.94679	0	5.680739	2.840369	0	0	0	0	0.94679	0	0.94679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89358	0	0.94679	0.94679	0.94679	0.94679	0	0	0	0	2.840369	1.89358	0.94679	1.89358	0	0.94679	0	0	0	0	0	0	0.94679	0	0	0	0	0	0.94679	0	0.94679	0
0	0	0	0	0	1.022124	0	0	0	1.022124	0	2.044248	3.066373	0	0	0	1.022124	1.022124	0	0	0	3.066373	0	0	0	1.022124	0	0	0	1.022124	1.022124	0	0	0	0	0	0	0	0	0	2.044248	0	0	0	3.066373	0	3.066373	1.022124	0	2.044248	0	0	0	0	0	1.022124	0	1.022124	1.022124	0	1.022124	0	0	0	0	0	4.088497	0	0	0	0	0	0	0	0	0	0	0	1.022124	0	0	1.022124	0	0	7.15487	0	0	0	0	0	0	0	1.022124	0	0	1.022124	0	0	1.022124	0	0
0	0.786099	0.786099	0	0.786099	0.786099	0.786099	0.786099	1.572198	0	3.930494	0.786099	0	0	0	0	0.786099	0.786099	0	0	1.572198	8.647087	0	0	0	1.572198	0	1.572198	2.358297	0.786099	0	0.786099	0	0.786099	0	0	0.786099	0	0.786099	0	0	0	0	0	0.786099	0	0	0.786099	0.786099	0	0	0	2.358297	0.786099	0	0	0	0.786099	0.786099	0.786099	0.786099	0	0	0	0	0	0	1.572198	0	0	0.786099	0	0	0	1.572198	0	0	0	2.358297	0	0	0	0.786099	1.572198	0	0	0	0	0	0	0	0	0.786099	0	0	0	0	0	0	0	0
3.310573	0	1.655286	0	0	1.655286	1.655286	0	0	0	0	0	0	0	0	1.655286	0	0	0	0	0	1.655286	0	0	0	0	0	3.310573	0	0	0	0	0	0	0	0	0	0	0	0	0	1.655286	0	0	4.965859	3.310573	0	0	0	0	0	0	0	1.655286	0	0	0	0	0	0	1.655286	0	0	0	0	0	0	0	0	0	0	1.655286	1.655286	3.310573	4.965859	1.655286	0	0	0	0	0	0	3.310573	0	1.655286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.95568	0	0.95568	0	0	0	0.95568	0	0	0	1.91136	0	0	0.95568	0	0.95568	0	0.95568	0.95568	0.95568	7.64544	0	0	0	0	0	0	0.95568	2.86704	0	0	0	0.95568	0	1.91136	0.95568	0	0	0.95568	0	0.95568	0	0	5.73408	0	0	0	0.95568	0	0	0	0	0.95568	0.95568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91136	0	0	0	0	0	0	0	0	1.91136	0	0	0	0	0	0.95568	0	0	0	0	0.95568	0	0	0	1.91136	0	0	0	0	0	0
0	0	0	0	0	0	2.130277	0	2.130277	0	2.130277	0	0	0	0	0	0	0	0	0	0	2.130277	0	0	2.130277	0	0	4.260554	2.130277	0	0	0	0	0	0	0	0	0	0	0	0	2.130277	0	2.130277	2.130277	2.130277	0	0	0	0	0	0	2.130277	0	0	0	0	0	0	0	2.130277	0	0	0	0	0	0	0	0	0	0	0	0	0	2.130277	0	0	0	4.260554	0	0	0	0	0	0	2.130277	0	0	0	2.130277	0	0	0	0	0	0	0	0	0	0	0
1.048876	0	0	0	0	0	0	3.146628	1.048876	0	3.146628	0	0	0	0	0	0	0	0	1.048876	2.097752	3.146628	0	1.048876	0	0	4.195504	1.048876	0	2.097752	0	1.048876	0	0	0	0	0	2.097752	0	0	2.097752	1.048876	0	0	3.146628	0	0	2.097752	0	0	0	0	0	0	1.048876	0	2.097752	1.048876	0	1.048876	0	2.097752	1.048876	0	1.048876	0	0	2.097752	0	0	1.048876	0	1.048876	0	2.097752	0	0	1.048876	1.048876	0	2.097752	1.048876	0	0	0	0	0	0	0	0	1.048876	0	0	0	0	0	0	0	0	0	0
1.314836	0	1.314836	0	0	1.314836	0	0	0	0	0	1.314836	1.314836	0	0	0	1.314836	1.314836	0	0	0	9.203849	0	0	0	0	0	1.314836	0	0	0	0	0	1.314836	0	0	2.629671	0	0	0	1.314836	0	1.314836	0	2.629671	0	0	0	0	0	0	0	3.944507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314836	0	0	1.314836	0	0	0	1.314836	0	0	0	0	1.314836	0	0	0	0	1.314836	0	0	0	0	1.314836	0	0	0	0	0	0	0	0	0	0	0
0	0	0.943881	0.943881	3.775524	0	0	0	0.943881	1.887762	0.943881	1.887762	0.943881	0	0	0	1.887762	0.943881	0	0	0	6.607168	0	0	0	0.943881	0.943881	1.887762	0	0.943881	0	0	0	0	0	0.943881	0.943881	0.943881	0	0	1.887762	0	0.943881	0	1.887762	0	0	0	0.943881	0	0	0	1.887762	0.943881	0	0	0	0	0	1.887762	1.887762	0.943881	0	0.943881	0	0.943881	0	0	0	0	0	0	0.943881	0	0	0	0	0	1.887762	0	0	0	0.943881	0	0	0	0	2.831643	0	0	0	0	3.775524	0.943881	0	0	0	0.943881	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.829602	0	0	6.636817	0	0	0	0	0	0	6.636817	1.659204	0	0	0	0	0.829602	0	0	0.829602	0	0	0	0	0	0.829602	2.488806	0	0	0	1.659204	0.829602	0	0	0	0	0	0	0	0	0	0	0.829602	0	1.659204	0	0.829602	0.829602	0	0	0	0	0	0.829602	0	0	0	0	0	0	0	0.829602	0	2.488806	0	0	2.488806	1.659204	0.829602	0	0	0.829602	3.318409	0	0	0	0	0	0	0	1.659204	0	0	0.829602	0	0	0	0	0	0
0	0	0	0	0.779493	0.779493	0.779493	0	0	0	0	1.558986	0	0	0	0.779493	0	0.779493	0	0	1.558986	5.45645	0	0	0	0	0	1.558986	0.779493	0	1.558986	0	0	0	0	2.338479	0.779493	0.779493	0	0.779493	0.779493	0.779493	1.558986	0	7.794929	1.558986	0.779493	0	0.779493	0	0	0.779493	0	0	0.779493	0	0.779493	1.558986	0.779493	0	1.558986	0	0.779493	0	0	0	0	0	0	0	0	0	0	1.558986	3.117971	0.779493	0	0	0	0	0	0	0	0	0	0	0	0.779493	0.779493	0.779493	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.932509	0	0	0	0.932509	0	1.865017	0	0	0.932509	0	0	0.932509	3.730034	0.932509	0	0	5.595052	0.932509	0	0	0.932509	0	0	0	0	0	0.932509	0	0.932509	0	0	0	0	0	0	0.932509	0	0	0	0	0	4.662543	0	0	0	0	0	0.932509	0	0	0	0	0	0	0	0	0.932509	0.932509	0.932509	0	0	0	0	0	0	2.797526	0	0	0	4.662543	0	0	0.932509	0.932509	0	0	0	0.932509	0	0	0.932509	0	0	0.932509	0	0.932509	0.932509	3.730034	0	0	2.797526	0	0	0.932509	0	0
0	1.193194	1.193194	1.193194	0	1.193194	1.193194	0	0	2.386388	1.193194	0	0	0	1.193194	1.193194	1.193194	2.386388	0	0	0	2.386388	0	0	0	0	0	2.386388	1.193194	0	0	0	1.193194	0	3.579582	0	0	0	1.193194	2.386388	0	0	0	0	1.193194	0	0	1.193194	0	0	0	0	1.193194	1.193194	1.193194	2.386388	0	2.386388	2.386388	0	1.193194	0	3.579582	0	0	0	0	1.193194	0	1.193194	3.579582	0	1.193194	0	1.193194	0	0	0	2.386388	0	0	1.193194	0	0	0	0	1.193194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.277368	0	0	0	0	0	1.277368	1.277368	0	0	0	1.277368	0	3.832104	1.277368	6.386841	1.277368	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277368	1.277368	0	1.277368	1.277368	1.277368	0	0	3.832104	0	0	0	3.832104	0	0	1.277368	0	0	0	0	1.277368	0	0	0	2.554736	0	0	0	1.277368	0	0	0	0	0	1.277368	0	3.832104	0	1.277368	0	0	0	0	0	0	0	0	1.277368	1.277368	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277368	0	0
0	0	4.016889	0	0	0	0	0	0	0	0	2.677926	1.338963	0	0	0	0	1.338963	0	0	0	1.338963	0	0	1.338963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.338963	1.338963	2.677926	0	0	0	0	0	0	0	0	0	0	0	2.677926	0	0	8.033778	0	1.338963	1.338963	0	0	1.338963	0	0	0	0	0	0	1.338963	0	0	0	0	1.338963	0	0	4.016889	0	0	0	1.338963	0	0	0	0	0	0	0	0	0	0	0	1.338963	0	0	0	0	0	0	0
0	0	0	0	0	0.910945	0.910945	0	0.910945	0.910945	0.910945	0	0	0	0	0.910945	0	1.82189	0.910945	0	0	7.287558	0	0	0	0	0	0.910945	0	0	0	0.910945	2.732834	0	0.910945	0	1.82189	0	0.910945	0.910945	0	0.910945	0.910945	0	1.82189	0	0	0	0.910945	0	0.910945	0	0.910945	0	0.910945	0	0	0	0	0.910945	0	0	0	0	0	0	0	0	0	0	1.82189	0	0	0	3.643779	1.82189	0.910945	0	1.82189	0	0	3.643779	0	0	0	0	0	1.82189	0	2.732834	2.732834	0.910945	0	0	0	0	0.910945	0.910945	0	0	0
0	0	0	0	0	0.987229	1.974458	0.987229	0	0	1.974458	0	0.987229	0.987229	1.974458	0	0.987229	0.987229	0	2.961687	0.987229	1.974458	0	0.987229	0	0	0	1.974458	0	0	0	0	0	1.974458	0	0.987229	0	0	0	0	0.987229	0.987229	0.987229	0	0.987229	1.974458	0	0	0.987229	0	0	0	0	0.987229	0.987229	0	5.923375	1.974458	0	0	1.974458	0.987229	0.987229	0	0	0.987229	0	0	0	0	0.987229	0	0	0	0.987229	0.987229	0	0	0.987229	0.987229	0	0	1.974458	0	0	0	0	0	0	0	0	0	0	0.987229	0	0	0	0	0	0	0
0	2.246376	0.748792	0	0	0	0.748792	0.748792	0	0	0.748792	0.748792	0	0.748792	0.748792	0	0	0.748792	0	1.497584	0	6.739128	0.748792	0	0	0	0	0	1.497584	2.995168	0	0	0	0	0	0	1.497584	0.748792	1.497584	0.748792	1.497584	2.246376	0.748792	0	0.748792	1.497584	0	0.748792	2.995168	0	0	0	0	1.497584	0	0	2.246376	1.497584	0.748792	0	0	0.748792	0.748792	0	0	2.246376	0	0	0	0	0	0	0.748792	0	2.995168	0.748792	0	0	1.497584	0	0	0	0	0	0	2.995168	0.748792	0	0	0	0	0	0	0	0.748792	0	0	0	0.748792	0	0
1.364469	0	0	0	0	0	5.457877	0	0	0	0	0	0	0	0	1.364469	2.728939	0	0	0	2.728939	0	0	1.364469	0	0	0	2.728939	0	0	0	1.364469	0	0	0	1.364469	0	0	0	0	0	0	0	0	6.822347	1.364469	1.364469	0	1.364469	0	0	0	0	1.364469	0	0	1.364469	0	0	1.364469	1.364469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.364469	0	0	0	0	0	2.728939	0	1.364469	0	0	0	1.364469	1.364469	0	0	0	0	0	0	0	0	0	0
0	0	0	0.753167	0	0.753167	0.753167	0	0	0	1.506333	0.753167	2.2595	0	0	0	0	3.765833	0	0.753167	0.753167	5.272167	0.753167	0.753167	3.765833	0.753167	0.753167	1.506333	0.753167	1.506333	0	0	0	0	0	1.506333	0	0.753167	0	0.753167	1.506333	0.753167	0	0	2.2595	0	0	0.753167	2.2595	0	0	0	3.012667	0.753167	0	1.506333	0.753167	0	0	0	0.753167	0	1.506333	0	0	0.753167	0	0	0	0	0.753167	0	0	2.2595	0	0	0.753167	0	3.012667	0	0	0	0	0	0	1.506333	0	0	0.753167	0	0	0	0	0.753167	0.753167	0	0	0	0	0	0
1.181665	7.089991	1.181665	1.181665	0	0	2.36333	0	0	0	0	0	0	0	0	0	1.181665	0	0	0	0	5.908326	0	0	0	0	0	0	0	1.181665	0	1.181665	0	0	1.181665	0	0	0	0	0	0	0	0	1.181665	1.181665	1.181665	0	0	1.181665	0	0	0	1.181665	1.181665	0	0	0	0	0	0	0	0	2.36333	0	0	0	0	1.181665	1.181665	1.181665	1.181665	0	0	0	0	1.181665	0	0	0	0	0	0	1.181665	0	0	0	0	1.181665	0	0	0	0	0	0	0	0	0	0	0	1.181665	0
0	0	0	0	0	1.430151	0	0	1.430151	0	1.430151	0	1.430151	2.860302	0	0	1.430151	0	0	1.430151	1.430151	5.720604	0	0	1.430151	0	1.430151	1.430151	0	0	0	0	0	0	0	0	0	0	0	1.430151	1.430151	0	0	0	1.430151	0	0	0	0	0	0	0	2.860302	0	0	1.430151	0	0	1.430151	1.430151	0	0	0	0	0	0	0	0	0	0	0	1.430151	0	0	0	0	0	0	1.430151	1.430151	0	0	0	0	0	0	0	0	0	1.430151	0	0	0	7.150755	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1.176025	2.352049	0	1.176025	1.176025	0	1.176025	0	0	0	3.528074	1.176025	0	1.176025	0	0	0	0	3.528074	0	0	0	0	0	2.352049	0	1.176025	0	1.176025	1.176025	0	0	1.176025	1.176025	1.176025	0	0	1.176025	0	0	0	1.176025	2.352049	0	3.528074	2.352049	0	0	1.176025	0	0	0	1.176025	0	2.352049	0	0	0	0	2.352049	0	0	1.176025	1.176025	0	0	1.176025	0	0	0	0	2.352049	0	0	0	0	0	0	1.176025	0	1.176025	0	0	1.176025	0	0	0	0	0	0
3.17074	0	0	0	0	0	1.056913	1.056913	0	0	2.113827	2.113827	0	0	0	0	0	0	0	1.056913	1.056913	6.34148	0	0	1.056913	0	0	1.056913	0	0	0	0	1.056913	0	0	1.056913	0	0	3.17074	0	1.056913	0	0	0	6.34148	1.056913	0	0	2.113827	0	0	0	2.113827	0	0	0	0	0	0	1.056913	0	0	0	0	0	0	0	1.056913	1.056913	0	0	0	0	0	1.056913	1.056913	0	1.056913	0	0	0	0	0	0	0	0	0	0	0	0	1.056913	0	0	0	0	0	0	0	1.056913	0	0
0	1.410424	0	0	0	0	2.820848	0	0	0	0	0	0	0	0	1.410424	0	1.410424	0	1.410424	0	0	0	0	0	0	0	4.231272	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	0	0	7.052119	0	1.410424	1.410424	0	0	0	0	5.641696	0	0	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	0	0	0	0	1.410424	2.820848	1.410424	0	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	0	0	0
1.052872	0	0	0	1.052872	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	0	0	2.105743	1.052872	0	2.105743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	3.158615	0	0	0	1.052872	0	0	0	2.105743	0	0	0	0	0	1.052872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.739364	0	0	0	0	1.739364	0	1.739364	0	0	0	1.739364	5.218092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.739364	0	1.739364	1.739364	1.739364	1.739364	0	0	1.739364	0	0	1.739364	0	0	0	0	0	0	0	0	0	0	0	1.739364	0	1.739364	0	0	0	1.739364	0	0	0	1.739364	1.739364	0	3.478728	1.739364	0	0	0	0	1.739364	0	0	3.478728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.739364	0	3.478728	0	0
0	0	2.629671	0	0	0	0	0	2.629671	0	0	0	2.629671	0	0	0	2.629671	0	0	0	0	2.629671	0	0	2.629671	0	0	0	0	0	0	0	0	0	0	0	0	2.629671	0	0	0	0	2.629671	0	0	0	2.629671	0	0	0	0	0	5.259342	0	0	0	0	0	2.629671	0	0	0	2.629671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.629671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2.694611	0	0	0	0	0	0	0	0	0	0	2.694611	2.694611	0	0	0	2.694611	0	2.694611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.389222	0	0	0	0	0	2.694611	0	0	0	0	0	0	0	2.694611	0	2.694611	0	0	0	2.694611	2.694611	0	0	0	0	0	0	0	0	5.389222	0	0	0	0	0	0	0	2.694611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1.410424	1.410424	0	1.410424	0	0	0	0	0	0	1.410424	0	0	0	0	1.410424	1.410424	0	1.410424	0	0	0	0	1.410424	1.410424	0	2.820848	0	1.410424	2.820848	0	0	0	1.410424	0	0	0	0	0	0	0	0	0	0	1.410424	1.410424	0	0	0	0	0	0	0	1.410424	0	0	0	1.410424	1.410424	1.410424	0	0	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	0	0	0	0	0	1.410424	0	0	0	0	0	1.410424	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1.954876	0	0	0	0	1.954876	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	0	3.909753	0	0	0	3.909753	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	0	0	0	0	0	0	7.819505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	1.954876	1.954876	0	0	0
